name,service,serviceKey,catalogTypes,tier,platforms,releaseDate,streamingSupported,reviewScore,gameplayMain,gameplayMainExtra,gameplayCompletionist,imageUrl,hltbId,hltbName,productId,productUrl
The Settlers®: New Allies,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,62,34.5,43.3,,https://store-images.s-microsoft.com/image/apps.55881.13977733522491696.6fc8f63b-9fd7-4153-9b1f-efc78cf2301b.35e54d1e-e6bf-44ea-911f-f03352ab00a0,102978,The Settlers: New Allies,9NPGPDCXWJQ7,
Monster Hunter Stories,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4,2024-06-14T04:00:00Z,false,77,34,49.2,89.4,https://image.api.playstation.com/vulcan/ap/rnd/202403/0105/e058b465f4e8c6525af84885857c7f6293cc4ce6d69f2933.png,41916,Monster Hunter Stories,UP0102-CUSA43543_00-FULLGAME00000001,https://store.playstation.com/en-us/concept/10007582
Planet Coaster 2,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS5,2024-11-06T15:00:00Z,true,83,32,51.1,,https://image.api.playstation.com/vulcan/ap/rnd/202407/1008/87e0de75f7f626f1205908e47f7b95d9a52fb660efea8e74.png,153454,Planet Coaster 2,EP2377-PPSA19633_00-PLANETCOASTER200,https://store.playstation.com/en-us/concept/10009610
Planet Coaster 2,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,83,32,51.1,,https://store-images.s-microsoft.com/image/apps.43403.14268784579049883.7baa6b03-b644-46a0-b2d9-71ca584b3862.b37e68d8-f216-4469-a3f2-914e43748ce2,153454,Planet Coaster 2,9PK5WS0HXQKQ,
Grounded,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,78,31.9,70.9,102.1,https://store-images.s-microsoft.com/image/apps.43675.14280109286674604.0f240f37-6e7f-43b4-bd81-aabc884bc103.0aabbba3-e5f5-4665-9eac-7a9c36f80430,77857,Grounded,9PJTHRNVH62H,
No Man's Sky,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,73,31.7,76.9,155.7,https://store-images.s-microsoft.com/image/apps.7092.68818099466568894.c45f3219-f40b-416f-b0ee-34cb9652410f.ca4d1687-ccff-4a3c-82c7-967fe95ba8f5,20074,No Man's Sky,BQVQTL3PCH05,
WUCHANG: Fallen Feathers,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,78,31.2,37.2,48.9,https://store-images.s-microsoft.com/image/apps.21013.13783945394833991.9c211df2-6d91-4ddb-8a9b-d22dd17d57de.4c8b877f-90a7-4ca6-a49a-2221fb2d651e,152015,Wuchang: Fallen Feathers,9NPRHD8GQKQS,
Skull and Bones,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS5,2024-02-16T00:00:00Z,true,50,30.8,44.8,62.4,https://image.api.playstation.com/vulcan/ap/rnd/202605/0713/0c7ac434f7527fe28e0d4201db879d14438b8d409e456b86.png,57531,Skull and Bones,UP0001-PPSA02202_00-GAME000000000000,https://store.playstation.com/en-us/concept/225700
Skull and Bones,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,50,30.8,44.8,62.4,https://store-images.s-microsoft.com/image/apps.29672.63081064281400272.9b0f0eaf-a998-4bb1-8993-58e590d94272.0e0dc097-e34c-4b10-bb19-c8c9ca0d9a0e,57531,Skull and Bones,BXF9VWKCD6QW,
Monster Sanctuary,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,80,30.3,36.9,47.8,https://store-images.s-microsoft.com/image/apps.34105.13871023289633408.3b8d784d-b4cc-454a-bad2-973666e4a18a.64278c54-b7db-40e7-a001-db184e048fed,70012,Monster Sanctuary,9MZNS9NZ97PF,
Assassin's Creed Origins,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2017-10-27T04:00:00Z,false,79,30.2,52.5,85.3,https://image.api.playstation.com/gs2-sec/acpkgo/prod/CUSA05640_00/124/i_1d2832992a4c1a771ba04c00382ae7136dcb9eb217239e99778829d5f0b6cd26/i/icon0.png,46402,Assassin's Creed Origins,UP0001-CUSA05855_00-GAMEACEMPIRE0000,https://store.playstation.com/en-us/concept/222066
Assassin's Creed Origins,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,79,30.2,52.5,85.3,https://store-images.s-microsoft.com/image/apps.12595.63657969076271726.154f5a09-55ab-4b31-bc57-4e0335fab06a.483a88b2-de82-4242-a2cf-844ae658fde1,46402,Assassin's Creed Origins,BZGJRJC1FGF3,
Medieval Dynasty,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,73,30.2,56.5,301.9,https://store-images.s-microsoft.com/image/apps.21853.14156112272410024.305e8482-2c5b-4228-abdb-396b9bfe447c.c92a0c3a-10af-4418-a1b2-11fbfa535f66,83172,Medieval Dynasty,9PDDP6ML6XHF,
Medieval Dynasty (Xbox One),Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,73,30.2,56.5,301.9,https://store-images.s-microsoft.com/image/apps.21853.13947624431918587.c5830bb6-656d-4897-9dd0-1726ed391bdb.de261e95-88f5-4828-b41c-420c25bde43f,83172,Medieval Dynasty,9N2PS831S84N,
Visions of Mana,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,77,29.6,42.7,52.1,https://store-images.s-microsoft.com/image/apps.38896.13682791436862455.fd616451-bc9e-4d12-b724-a0f613e579be.fe3a70bd-8551-4fcf-8593-232ee1006745,141839,Visions of Mana,9NJ5WV40PD08,
Clair Obscur: Expedition 33,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,94,29.1,45.5,67.6,https://store-images.s-microsoft.com/image/apps.13628.14322280443288156.27788484-2760-47f7-be0d-dd693682e016.04a10e3c-848f-424d-a431-2846f34b1a6b,152016,Clair Obscur: Expedition 33,9PPT8K6GQHRZ,
The Bard's Tale Trilogy,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,68,29,48,105.7,https://store-images.s-microsoft.com/image/apps.58193.13855942306543540.f07392fd-5f64-460d-82f5-27790455d1e0.be4aa1b8-dc12-4784-9111-96d6c245d360,59950,The Bard's Tale Trilogy,9MVN4ND41DD3,
Age of Empires IV: Anniversary Edition,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,75,28.2,38.2,168,https://store-images.s-microsoft.com/image/apps.20558.14235977975261210.592375c9-78a4-4653-8c7f-a8e510e6c26a.f4f5408e-cd13-44d7-80c1-830ab0019d3a,48733,Age of Empires IV,9PHH1ZWRSZ41,
Star Trucker,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,58,28.2,31.5,38,https://store-images.s-microsoft.com/image/apps.15341.13821700683757810.93b2f721-fab5-4d3d-b441-a854a8efa421.9d558167-ba9b-43f1-ae67-c402aa1d8ef5,129876,Star Trucker,9MT19Q3CRMQZ,
Hollow Knight: Silksong,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,91,28.1,46.3,64.3,https://store-images.s-microsoft.com/image/apps.40391.13915115277924383.ab2daab8-cb71-4e1a-ad73-9e4a3e87c3f3.960a3fa2-5987-49b8-9d15-602af0a1ff93,65945,Hollow Knight: Silksong,9N116V0599HB,
Fallout 4,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4 | PS5,2024-04-25T14:00:00Z,true,76,27.8,83.3,160.7,https://image.api.playstation.com/cdn/UP1003/CUSA02557_00/j4PdxSxO3optsrP1SxnAqdq6qCmYPd9x.png,26729,Fallout 4,UP1003-PPSA09016_00-FALLOUT4FULLGAME,https://store.playstation.com/en-us/concept/201511
Fallout 4,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,76,27.8,83.3,160.7,https://store-images.s-microsoft.com/image/apps.39982.66091604408099736.7f81588d-a4e2-49c1-b49d-b774ce2d8edb.bad9ecbd-69b6-42d5-8449-071c2137bc81,26729,Fallout 4,C3KLDKZBHNCZ,
Cities: Skylines - PlayStation®4 Edition,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4,2017-08-15T04:00:00Z,true,78,27.6,68.3,183.3,https://image.api.playstation.com/cdn/UP4139/CUSA06548_00/gWoHu0OZ3sZE0lfIhzTI1eTZyTKpvtma.png,24640,Cities: Skylines,UP4139-CUSA06548_00-CITIESPS4GAME002,https://store.playstation.com/en-us/concept/224821
Cities: Skylines - Remastered,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,78,27.6,68.3,183.3,https://store-images.s-microsoft.com/image/apps.29080.13877341660077011.7198ab78-e545-4cfe-8105-110d8c697dac.0e9d3b1f-ac49-4095-aff8-1907560d4d18,24640,Cities: Skylines,9MZ4GBWX9GND,
Cities: Skylines - Xbox One Edition,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,78,27.6,68.3,183.3,https://store-images.s-microsoft.com/image/apps.42716.66617542682682743.811213f2-2c45-4145-973d-fe3e3774b196.c2dab488-7382-45d1-bf6c-6b8be6e3fd96,24640,Cities: Skylines,C4GH8N6ZXG5L,
Battle Chasers: Nightwar,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4,2017-10-03T04:00:00Z,false,,27.5,41.5,64.5,https://image.api.playstation.com/cdn/UP4389/CUSA06807_00/mBskpqGcf1sm8gItYHNemBbEXiFuK5lB.png,30017,Battle Chasers Nightwar,UP4389-CUSA06807_00-BATTLECHASERSUS0,https://store.playstation.com/en-us/concept/224815
The Elder Scrolls IV: Oblivion,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,83,27.5,84.9,183.3,https://store-images.s-microsoft.com/image/apps.45067.67239414110062952.96aaa173-4598-4591-add8-4e72f4c963c7.17438203-a39e-4bf9-b0a5-81c35b878929,9854,The Elder Scrolls IV: Oblivion,C5K89TFLSV19,
The Elder Scrolls IV: Oblivion Remastered,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,83,27.5,84.9,183.3,https://store-images.s-microsoft.com/image/apps.59365.13768907753672648.dcd706bb-ce91-4b3f-9525-10b1d4af8423.991ee19d-3b4e-40f9-a06e-1af5ffa31cca,9854,The Elder Scrolls IV: Oblivion,9NQR437K7PQH,
Tom Clancy's Ghost Recon Wildlands,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2017-03-07T05:00:00Z,false,73,27.1,54.3,84.9,https://image.api.playstation.com/vulcan/ap/rnd/202607/0808/a0b12dbede049aedfb7650056f4eda03b924ac524482388b.png,43499,Tom Clancy's Ghost Recon Wildlands,UP0001-CUSA02902_00-GRWNCSANORMAL000,https://store.playstation.com/en-us/concept/201697
Tom Clancy's Ghost Recon Wildlands,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,73,27.1,54.3,84.9,https://store-images.s-microsoft.com/image/apps.54689.65577870102127192.cc211066-4ede-470b-9241-48c6083d347f.6085670e-8912-4d00-8ab3-6705011b8ac7,43499,Tom Clancy's Ghost Recon Wildlands,C2N9CS4FS1QR,
Hollow Knight Voidheart Edition,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4 | PS5,2026-02-06T00:00:00Z,true,91,27,41.6,65.2,https://image.api.playstation.com/vulcan/ap/rnd/202601/1505/1425e65d043da63396a10ccf87d5e4af50175464e64cda30.png,26286,Hollow Knight,UP1822-PPSA34970_00-HOLLOWKNIGHTPS50,https://store.playstation.com/en-us/concept/232654
Hollow Knight: Voidheart Edition,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,91,27,41.6,65.2,https://store-images.s-microsoft.com/image/apps.54353.13847644057609868.8865d2a2-5e11-4424-85ce-1db30a161bd9.169278fe-0e50-4959-b962-bcf1ae5d84d7,26286,Hollow Knight,9MW9469V91LM,
Fallout: New Vegas,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,88,26.9,60.4,131.4,https://store-images.s-microsoft.com/image/apps.54716.63413868670389858.a909f79f-bf9a-495a-9565-6895806c3525.3405026a-8882-4e5a-8f49-41ccbc9686a3,3351,Fallout: New Vegas,BX3JNK07Z6QK,
Hogwarts Legacy,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,79,26.7,45.2,72,https://store-images.s-microsoft.com/image/apps.1336.13814785456466922.0fef76f8-710d-4aca-b42f-c45e536f8d2b.96a5486a-56bf-41d9-84be-225d85509a34,83145,Hogwarts Legacy,9MT5NJ5W7B8Z,
God of War Ragnarök,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4 | PS5,2022-11-09T05:00:00Z,true,89,26.5,40.6,55.5,https://image.api.playstation.com/vulcan/ap/rnd/202503/2016/b69c06fb108299866057126b0d3a0530bdf96a39d2ce1cb9.png,83146,God of War: Ragnarök,UP9000-PPSA08329_00-GOWRAGNAROK00000,https://store.playstation.com/en-us/concept/10001850
Cyberpunk 2077,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4 | PS5,2022-02-15T16:00:00Z,true,84,26,63,108.3,https://image.api.playstation.com/vulcan/ap/rnd/202111/3013/cKZ4tKNFj9C00giTzYtH8PF1.png,2127,Cyberpunk 2077,UP4497-PPSA03974_00-0000000000000CP1,https://store.playstation.com/en-us/concept/234567
The Elder Scrolls V: Skyrim Special Edition - PS5 & PS4,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4 | PS5,2021-11-11T05:00:00Z,true,87,26,111.6,203.8,https://image.api.playstation.com/vulcan/ap/rnd/202009/2818/FuG72QFUf4aRYbSBAMNH2xwm.png,14996,The Elder Scrolls V: Skyrim - Special Edition,UP1003-PPSA03746_00-TESVSKYRIM000000,https://store.playstation.com/en-us/concept/230955
The Elder Scrolls V: Skyrim Special Edition,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,87,26,111.6,203.8,https://store-images.s-microsoft.com/image/apps.4794.68326442227858632.03782b23-7f26-4a8e-ba87-177bdf2c3c90.b156af1e-9796-48af-8d11-3461727280ea,14996,The Elder Scrolls V: Skyrim - Special Edition,BQ1W1T1FC14W,
Aliens: Dark Descent,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,76,25.6,32.9,50.1,https://store-images.s-microsoft.com/image/apps.52207.13898888461912760.834aa9dd-7399-4287-8be9-57be8cd1e516.de7deb43-0a06-4856-942f-523a1a4b72f7,110158,Aliens: Dark Descent,9MX7DMHK13SC,
Gears Tactics,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,74,25.5,33.4,54.9,https://store-images.s-microsoft.com/image/apps.2270.13750744755532010.7748d323-597f-440a-94e4-9c030198efa6.39a3aebc-6a07-4d8a-83e3-597bd117ff7b,57740,Gears Tactics,9NN3HCKW5TPC,
ASTRONEER,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4 | PS5,2025-11-20T18:00:00Z,true,74,25.4,51.1,69.5,https://image.api.playstation.com/vulcan/ap/rnd/202306/2101/0367df8de23c764cf34cb0295eedf887da7e751f9ab5a2fd.png,42182,Astroneer,UP2467-PPSA27622_00-ASTRONEER0000000,https://store.playstation.com/en-us/concept/234630
Immortals Fenyx Rising™ PS4 & PS5,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4 | PS5,2020-12-03T05:00:00Z,true,76,25.4,41.2,62.1,https://image.api.playstation.com/vulcan/ap/rnd/202008/1916/oI446dT6VOJLqbDDDL0iQxDb.png,68236,Immortals Fenyx Rising,UP0001-PPSA01507_00-GAME000000000000,https://store.playstation.com/en-us/concept/234423
ASTRONEER,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,74,25.4,51.1,69.5,https://store-images.s-microsoft.com/image/apps.64849.13510798887933723.57e43f19-4066-429e-b1a2-caea56e427b4.860c35a4-ccbf-413e-9574-1c7c8826d6c6,42182,Astroneer,9NBLGGH43KZB,
Immortals Fenyx Rising™,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,76,25.4,41.2,62.1,https://store-images.s-microsoft.com/image/apps.55065.64682799204913125.f407971c-f15c-4acc-99e1-682aec54019d.a839231d-b5a5-42ed-8874-ec8165d6f165,68236,Immortals Fenyx Rising,C07KJZRH0L7S,
Wo Long: Fallen Dynasty (PS4 & PS5),PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4 | PS5,2023-03-03T05:00:00Z,true,75,25.3,34.6,47,https://image.api.playstation.com/vulcan/ap/rnd/202210/2609/lgPM04qlLofxYamtlfMfqkHZ.png,109264,Wo Long: Fallen Dynasty,UP4108-PPSA08772_00-WOLONG0000000000,https://store.playstation.com/en-us/concept/10004116
Wo Long: Fallen Dynasty,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,75,25.3,34.6,47,https://store-images.s-microsoft.com/image/apps.27920.13524128328401524.c8089ad9-5e75-4246-83e8-2dac88f04afd.faaf652e-ff35-46d8-a7d2-cb548ecb56f4,109264,Wo Long: Fallen Dynasty,9N9X9PC8V9CP,
Torment: Tides of Numenera,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,72,25.2,34.6,48.6,https://store-images.s-microsoft.com/image/apps.60839.69228847133651133.1a071f35-fd99-4884-ae4a-12f55849b9eb.8fd399bb-4620-497a-939c-722938a7b901,10533,Torment: Tides of Numenera,BQND4NQXFFV2,
Death Howl,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,87,24.8,30.8,36,https://store-images.s-microsoft.com/image/apps.40169.14153289927843166.5079f8ec-a171-48c2-871c-d91520b81fb5.97f2f968-d742-4e2f-b762-e367d207b48b,162332,Death Howl,9PD9SZGNCMDZ,
Car Mechanic Simulator 2021,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,71,24.7,54.6,107.4,https://store-images.s-microsoft.com/image/apps.38130.13635623008017579.c3c49040-6ffd-4834-b97d-bf656fa40ffa.6544fd7d-ac5e-4a61-98cf-f05e9ff3c106,96762,Car Mechanic Simulator 2021,9NH019ZFFHTV,
Age of Mythology: Retold,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,79,24.6,33.6,61.9,https://store-images.s-microsoft.com/image/apps.7616.13792255792507479.e5089564-b472-427d-a39f-9e97ae74bf23.d6372352-89ad-4eca-9f2d-3d5e30dc55cb,115181,Age of Mythology: Retold,9NPKGVXPFRSX,
Tom Clancy’s The Division™,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2016-03-08T05:00:00Z,false,72,24.2,47.8,86.1,https://image.api.playstation.com/cdn/UP0001/CUSA01810_00/vczGPhQbzd4qFQW1Ym9SBRFRrThzKulf.png,20073,Tom Clancy's The Division,UP0001-CUSA01810_00-THEDIVISION00001,https://store.playstation.com/en-us/concept/204941
Tom Clancy’s The Division,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,72,24.2,47.8,86.1,https://store-images.s-microsoft.com/image/apps.218.69731494251073459.b4784411-abd2-44d3-85f2-ee9462429806.1f53fcad-6a58-4178-9dc4-610e5c931632,20073,Tom Clancy's The Division,BRGPD72KHM3Q,
The Last of Us Part II,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4,2020-06-19T04:00:00Z,false,87,24.1,29.5,43.5,https://image.api.playstation.com/vulcan/img/rnd/202010/2618/w48z6bzefZPrRcJHc7L8SO66.png,41753,The Last of Us Part II,UP9000-CUSA07820_00-THELASTOFUSPART2,https://store.playstation.com/en-us/concept/230079
The Last of Us™ Part I,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS5,2022-09-02T04:00:00Z,true,87,24.1,29.5,43.5,https://image.api.playstation.com/vulcan/ap/rnd/202206/0720/eEczyEMDd2BLa3dtkGJVE9Id.png,41753,The Last of Us Part II,UP9000-PPSA03396_00-THELASTOFUSPART1,https://store.playstation.com/en-us/concept/10002694
Starfield,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,70,23.8,74.7,148.2,https://store-images.s-microsoft.com/image/apps.1647.13567343664224659.1eb6fdf9-8a0b-4344-a135-ab17dfa3c609.39331391-9de2-48f8-8643-8eb1bd964383,57445,Starfield,9NCJSXWZTP88,
Disco Elysium - The Final Cut,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,89,23.7,33.1,48.2,https://store-images.s-microsoft.com/image/apps.53190.14408364206805299.40b2a513-7cef-4e75-8752-fd34ccd32aee.afbd72bd-9986-45a3-a043-1dcdb042d0dc,57335,Disco Elysium,9NTRS771L8HL,
MechWarrior 5: Clans,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,71,23.5,33.9,45.9,https://store-images.s-microsoft.com/image/apps.46778.14143931878007168.03344273-b496-420a-9599-61992eabf325.dcb86ddd-1bcf-415c-94a5-540ae6278911,137939,MechWarrior 5: Clans,9P9FJCK32PMT,
Tom Clancy's Ghost Recon® Breakpoint,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2019-10-04T04:00:00Z,false,65,23.4,54.3,98.6,https://image.api.playstation.com/vulcan/img/rnd/202109/0713/yde6GT9WPbcAUL1QyqjumHs9.png,67987,Tom Clancy's Ghost Recon Breakpoint,UP0001-CUSA14405_00-GRW2SCEANORMAL00,https://store.playstation.com/en-us/concept/233112
Assassin's Creed IV Black Flag,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,82,23.4,41.1,61.8,https://store-images.s-microsoft.com/image/apps.27892.69748098540497451.a03a4b64-603b-49b8-8644-4924ac7f3076.4c3bd7f3-03cb-4849-a68c-af72c31dda7d,12707,Assassin's Creed IV: Black Flag,BRKMHZX1RCF2,
Hades,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,88,23.4,48.5,95.1,https://store-images.s-microsoft.com/image/apps.22093.14093828725404571.e8c4fd85-da7e-4c33-9a85-c97c9f3eeb38.ac9d973d-36f6-4dfa-a73a-8db519fe3d88,62941,Hades,9P8DL6W0JBB8,
Tom Clancy's Ghost Recon Breakpoint,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,65,23.4,54.3,98.6,https://store-images.s-microsoft.com/image/apps.25183.66828190550422385.fbaf89cf-b3e0-4543-aeba-5f00ca851393.8c014307-2038-4c41-a8c5-8f8dff6568fa,67987,Tom Clancy's Ghost Recon Breakpoint,C3VVNLQQ54F8,
The Last of Us™ Part II Remastered,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS5,2024-01-19T05:00:00Z,true,87,23,28.5,43.3,https://image.api.playstation.com/vulcan/ap/rnd/202312/0117/315718bce7eed62e3cf3fb02d61b81ff1782d6b6cf850fa4.png,141122,The Last of Us Part II Remastered,UP9000-PPSA10662_00-THELASTOFUSPART2,https://store.playstation.com/en-us/concept/230079
Banishers: Ghosts of New Eden,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS5,2024-02-13T05:00:00Z,true,76,22.8,45.6,61.6,https://image.api.playstation.com/vulcan/ap/rnd/202306/0615/c8a66a099314ba3d504d226c570e100cd7c6eaf8e936fbdf.png,118229,Banishers: Ghosts of New Eden,UP4133-PPSA10054_00-NEWWORLDGAME0000,https://store.playstation.com/en-us/concept/10006098
Banishers: Ghosts of New Eden,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,76,22.8,45.6,61.6,https://store-images.s-microsoft.com/image/apps.50676.13657630976058747.9ef5e6b7-85d8-4766-8d40-394c59f5ad8f.4157630c-0a66-4358-b6b3-2907333a8dff,118229,Banishers: Ghosts of New Eden,9NKFS43DLFFL,
Fallout 3,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,82,22.2,52.3,114,https://store-images.s-microsoft.com/image/apps.38961.65367730044127425.992bf426-3c9a-450f-a792-7946f7138dee.98e9a605-2163-4484-8952-1d8de0909b8f,3340,Fallout 3,C29HQ887KH4B,
The Surge 2,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4,2019-09-24T04:00:00Z,false,,22,25.5,37.5,https://image.api.playstation.com/cdn/UP4133/CUSA12564_00/tRg1TkWfRnwwiAlur672iKoDkAbJVkUH.png,67880,The Surge 2,UP4133-CUSA12564_00-0000000THESURGE2,https://store.playstation.com/en-us/concept/232357
The Long Dark PS4 & PS5,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS4 | PS5,2025-11-11T18:00:00Z,true,73,21.9,54,232.5,https://image.api.playstation.com/vulcan/ap/rnd/202303/3019/745a10e0cce7d70b2c5e87343e41f9a82402094d882ec9b3.png,21471,The Long Dark,UP2982-PPSA30658_00-TLDRKFULLGAMEPS5,https://store.playstation.com/en-us/concept/229391
The Long Dark,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,73,21.9,54,232.5,https://store-images.s-microsoft.com/image/apps.37790.66934420265726607.97919c5c-edc3-4ec4-a441-ca3d129949d8.7995ba93-aee9-4cf9-a987-c3afddbd4671,21471,The Long Dark,C41ZDFQ82M1G,
Kingdom Two Crowns,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,77,21.5,29.2,61.7,https://store-images.s-microsoft.com/image/apps.55801.71673052342730938.755a1636-e311-4e76-b788-08cd89fc0781.3fd7fbba-15a2-4102-94bf-4d8c3e6baeae,63099,Kingdom Two Crowns,BWT2GPVWCH2F,
Pacific Drive,PlayStation Plus,playstation-plus,Game Catalog,Extra/Premium,PS5,2024-02-22T05:00:00Z,true,71,21.4,32.1,49.2,https://image.api.playstation.com/vulcan/ap/rnd/202311/0710/516003921755aa5cb8873cb08c22b172141e997a0d5cd075.png,113597,Pacific Drive,UP6850-PPSA10965_00-00000000000PS5US,https://store.playstation.com/en-us/concept/10006288
The Crew® 2 Standard Edition,PlayStation Plus,playstation-plus,Game Catalog | Ubisoft+ Classics,Extra/Premium,PS4,2018-06-29T04:00:00Z,false,,21.4,45.8,78.8,https://image.api.playstation.com/vulcan/ap/rnd/202307/2708/28833b618429cfe5f65d24ea11933ae62e3308ea7d2015be.png,46427,The Crew 2,UP0001-CUSA08600_00-THECREW2SCEA0000,https://store.playstation.com/en-us/concept/227552
Pacific Drive,Xbox Game Pass,xbox-game-pass,Game Catalog,Ultimate/PC/Console,PC | Xbox,,,71,21.4,32.1,49.2,https://store-images.s-microsoft.com/image/apps.30777.14342694787118182.96ac9113-88e6-4c27-822e-b852c773b5cc.9664d48f-5494-4d80-b8a1-253008354cf2,113597,Pacific Drive,9PNKG0WBL61W,
